0, 1.0986122886681098, 0.007698003589195011
10, 0.9783261227936078, 0.008681958935182343
20, 0.8415671856782185, 0.009954314986028034
30, 0.7030975114131134, 0.011432678597814373
40, 0.5653138090500605, 0.013121597027036953
50, 0.43178241642553783, 0.01499611088804223
60, 0.29266961396282004, 0.017234336393720174
70, 0.14842000511827322, 0.019908629972056068
80, 0.01980262729617973, 0.022641187027044155
90, -0.10536051565782628, 0.025660011963983372
100, -0.2484613592984996, 0.029607706112288502
110, -0.3856624808119846, 0.03396178054056623
120, -0.5108256237659907, 0.03849001794597506
130, -0.6539264674066639, 0.04441155916843275
